Date,Open,High,Low,Close,Volume
07-09-2018,4622.000000,4649.000000,4547.000000,4623.000000,603367.000000
10-09-2018,4643.000000,4715.000000,4643.000000,4688.500000,410618.000000
11-09-2018,4677.000000,4746.500000,4665.500000,4706.500000,766121.000000
12-09-2018,4706.000000,4744.500000,4622.500000,4622.500000,586148.000000
13-09-2018,4622.500000,4688.500000,4608.000000,4659.000000,586466.000000
14-09-2018,4650.000000,4670.000000,4603.000000,4604.000000,441501.000000
17-09-2018,4607.000000,4643.000000,4572.000000,4631.000000,454145.000000
18-09-2018,4630.000000,4697.000000,4601.500000,4685.000000,698648.000000
19-09-2018,4692.000000,4726.500000,4673.500000,4719.000000,609368.000000
20-09-2018,4709.500000,4735.000000,4676.500000,4701.000000,1675912.000000
21-09-2018,4695.000000,4755.000000,4678.500000,4737.500000,1411674.000000
24-09-2018,4746.000000,4798.000000,4724.500000,4780.000000,614783.000000
25-09-2018,4797.500000,4900.000000,4780.000000,4900.000000,720923.000000
26-09-2018,4895.500000,4908.500000,4777.000000,4828.500000,933935.000000
27-09-2018,4821.000000,4952.500000,4813.000000,4952.000000,1132248.000000
28-09-2018,4945.000000,5042.500000,4930.500000,5022.000000,761228.000000
01-10-2018,5045.000000,5115.000000,4980.000000,5016.000000,944424.000000
02-10-2018,5035.000000,5037.500000,4877.000000,4898.500000,842097.000000
03-10-2018,4912.500000,5055.000000,4905.000000,5035.000000,1026867.000000
04-10-2018,5022.500000,5035.000000,4956.000000,4990.000000,804072.000000
05-10-2018,4983.000000,5043.500000,4962.500000,4987.000000,503045.000000
08-10-2018,4982.500000,5015.000000,4941.500000,4966.000000,381816.000000
09-10-2018,4981.500000,5031.000000,4970.500000,4971.500000,436439.000000
10-10-2018,4993.000000,4993.500000,4901.500000,4901.500000,393776.000000
11-10-2018,4840.000000,4883.000000,4770.500000,4804.000000,945898.000000
12-10-2018,4850.000000,4880.500000,4806.000000,4806.000000,477708.000000
15-10-2018,4837.000000,4837.000000,4733.000000,4747.000000,435021.000000
16-10-2018,4755.000000,4797.000000,4721.500000,4795.000000,467828.000000
17-10-2018,4819.000000,4832.500000,4732.000000,4773.000000,394493.000000
18-10-2018,4760.000000,4770.000000,4682.000000,4694.500000,457530.000000
19-10-2018,4700.000000,4750.000000,4665.500000,4693.000000,660853.000000
22-10-2018,4706.000000,4725.000000,4635.500000,4673.500000,383618.000000
23-10-2018,4692.500000,4896.000000,4692.500000,4770.000000,2788433.000000
24-10-2018,4824.000000,4995.000000,4798.000000,4995.000000,6610685.000000
25-10-2018,4940.000000,4968.000000,4886.000000,4943.000000,1786287.000000
26-10-2018,4921.000000,4924.500000,4806.000000,4888.500000,1084957.000000
29-10-2018,4885.000000,4926.500000,4856.000000,4872.500000,623901.000000
30-10-2018,4840.500000,4855.000000,4726.000000,4778.500000,839558.000000
31-10-2018,4801.000000,4946.000000,4801.000000,4945.000000,798685.000000
01-11-2018,4907.500000,5004.000000,4861.500000,4937.000000,694601.000000
02-11-2018,4948.000000,5004.500000,4910.000000,4980.000000,895397.000000
06-11-2018,4988.500000,5083.000000,4976.000000,5055.000000,908838.000000
07-11-2018,5051.000000,5174.500000,5016.000000,5174.500000,732491.000000
08-11-2018,5176.500000,5192.500000,5130.000000,5160.000000,588711.000000
09-11-2018,5136.000000,5147.500000,4996.500000,5094.500000,895836.000000
12-11-2018,5102.000000,5191.000000,5102.000000,5129.000000,513438.000000
13-11-2018,5116.500000,5126.500000,4941.000000,4959.500000,1246101.000000
14-11-2018,4922.500000,4933.000000,4831.500000,4856.500000,963420.000000
15-11-2018,4864.500000,4914.000000,4835.000000,4854.000000,568798.000000
16-11-2018,4860.000000,4915.000000,4813.000000,4824.000000,655020.000000
19-11-2018,4850.000000,4912.000000,4820.000000,4845.500000,593220.000000
20-11-2018,4830.000000,4830.000000,4743.000000,4809.500000,620100.000000
21-11-2018,4790.000000,4835.000000,4766.000000,4800.000000,632050.000000
22-11-2018,4799.000000,4819.000000,4755.000000,4813.500000,434836.000000
23-11-2018,4799.500000,4800.000000,4624.500000,4670.000000,1187806.000000
26-11-2018,4697.000000,4699.500000,4555.000000,4623.000000,1163846.000000
27-11-2018,4632.000000,4703.000000,4609.000000,4689.000000,1042279.000000
28-11-2018,4697.000000,4758.000000,4655.500000,4717.500000,777732.000000
29-11-2018,4729.500000,4796.000000,4659.000000,4766.000000,1277628.000000
30-11-2018,4773.000000,4900.000000,4765.000000,4896.000000,1412279.000000
03-12-2018,4993.500000,5098.500000,4952.000000,5098.500000,1396559.000000
04-12-2018,5099.000000,5221.000000,5030.000000,5209.000000,1267829.000000
05-12-2018,5158.500000,5260.000000,5129.500000,5260.000000,940566.000000
06-12-2018,5220.000000,5325.000000,5084.000000,5162.500000,1361525.000000
07-12-2018,5170.000000,5321.500000,5103.000000,5266.500000,1470542.000000
10-12-2018,5248.500000,5342.000000,5149.000000,5173.500000,1072534.000000
11-12-2018,5162.500000,5289.500000,5114.000000,5267.000000,884565.000000
12-12-2018,5250.000000,5270.000000,5102.000000,5102.000000,830557.000000
13-12-2018,5106.000000,5156.000000,5040.500000,5131.500000,901654.000000
14-12-2018,5116.500000,5141.500000,5079.000000,5100.000000,733967.000000
17-12-2018,5091.000000,5137.500000,5071.000000,5100.000000,629913.000000
18-12-2018,5049.000000,5049.500000,4900.000000,4925.000000,1405169.000000
19-12-2018,4890.000000,4928.500000,4865.000000,4910.000000,933898.000000
20-12-2018,4828.000000,4838.500000,4716.500000,4808.500000,1554653.000000
21-12-2018,4789.500000,4954.000000,4745.000000,4930.000000,2281956.000000
24-12-2018,4899.000000,4966.000000,4842.500000,4909.000000,621647.000000
25-12-2018,4842.000000,4842.500000,4744.500000,4810.000000,268289.000000
26-12-2018,4829.000000,4859.000000,4803.000000,4829.500000,182431.000000
27-12-2018,4901.000000,4925.500000,4858.000000,4884.000000,492346.000000
28-12-2018,4911.500000,5009.500000,4901.500000,4955.500000,662150.000000
29-12-2018,4975.000000,5000.000000,4965.000000,4997.000000,54826.000000
03-01-2019,4982.000000,5050.000000,4886.500000,5007.000000,631615.000000
04-01-2019,5024.500000,5083.000000,5021.000000,5074.500000,350474.000000
08-01-2019,5038.500000,5056.000000,4964.500000,5039.000000,987712.000000
09-01-2019,5049.000000,5077.000000,5025.000000,5060.000000,819984.000000
10-01-2019,5045.000000,5152.000000,5004.000000,5152.000000,806494.000000
11-01-2019,5155.000000,5212.000000,5135.500000,5200.000000,682067.000000
14-01-2019,5175.000000,5200.000000,5134.500000,5200.000000,417211.000000
15-01-2019,5214.000000,5237.500000,5125.000000,5195.000000,609635.000000
16-01-2019,5199.000000,5209.500000,5114.000000,5129.000000,507266.000000
17-01-2019,5122.000000,5187.000000,5060.000000,5184.500000,704313.000000
18-01-2019,5190.000000,5206.000000,5143.000000,5193.500000,584946.000000
21-01-2019,5207.500000,5224.000000,5180.500000,5200.000000,279718.000000
22-01-2019,5187.000000,5212.000000,5158.500000,5186.000000,651425.000000
23-01-2019,5190.000000,5222.000000,5176.500000,5205.500000,591116.000000
24-01-2019,5185.500000,5196.500000,5143.500000,5196.500000,639779.000000
25-01-2019,5196.000000,5246.000000,5183.500000,5215.000000,665388.000000
28-01-2019,5212.000000,5215.000000,5143.000000,5165.000000,659653.000000
29-01-2019,5150.500000,5215.000000,5136.000000,5196.500000,514678.000000
30-01-2019,5184.500000,5227.000000,5184.000000,5227.000000,456459.000000
31-01-2019,5241.500000,5300.000000,5228.000000,5272.500000,789846.000000
01-02-2019,5265.500000,5329.500000,5241.000000,5319.500000,546317.000000
04-02-2019,5330.000000,5406.000000,5314.500000,5350.000000,489070.000000
05-02-2019,5363.500000,5435.000000,5363.000000,5435.000000,392905.000000
06-02-2019,5439.000000,5488.500000,5402.500000,5461.000000,567976.000000
07-02-2019,5442.000000,5464.500000,5385.000000,5385.000000,558896.000000
08-02-2019,5368.000000,5403.000000,5334.500000,5386.000000,514434.000000
11-02-2019,5382.000000,5440.000000,5380.000000,5419.500000,424220.000000
12-02-2019,5419.500000,5475.500000,5391.500000,5439.000000,437942.000000
13-02-2019,5432.500000,5435.500000,5313.000000,5351.000000,749959.000000
14-02-2019,5313.000000,5395.000000,5291.000000,5360.500000,811001.000000
15-02-2019,5386.500000,5448.000000,5361.500000,5426.000000,455032.000000
18-02-2019,5440.000000,5485.500000,5404.000000,5483.500000,505005.000000
19-02-2019,5484.000000,5496.000000,5428.500000,5443.500000,518590.000000
20-02-2019,5455.000000,5495.000000,5438.500000,5445.000000,583576.000000
21-02-2019,5438.000000,5465.500000,5416.000000,5447.500000,472522.000000
22-02-2019,5455.000000,5527.000000,5445.500000,5527.000000,570703.000000
25-02-2019,5531.000000,5587.500000,5496.500000,5533.000000,547672.000000
26-02-2019,5509.000000,5551.000000,5455.500000,5551.000000,594281.000000
27-02-2019,5562.000000,5581.000000,5526.500000,5580.000000,472825.000000
28-02-2019,5575.500000,5587.500000,5501.000000,5501.000000,851870.000000
01-03-2019,5516.500000,5535.000000,5488.000000,5500.500000,486453.000000
04-03-2019,5501.000000,5550.000000,5467.000000,5546.500000,425164.000000
05-03-2019,5532.000000,5660.000000,5530.000000,5622.500000,648885.000000
06-03-2019,5609.000000,5730.000000,5609.000000,5713.000000,768818.000000
07-03-2019,5690.000000,5719.500000,5642.500000,5677.000000,620619.000000
11-03-2019,5650.000000,5669.000000,5561.000000,5561.000000,662681.000000
12-03-2019,5584.000000,5618.500000,5571.000000,5576.000000,557910.000000
13-03-2019,5574.000000,5609.000000,5542.500000,5609.000000,530059.000000
14-03-2019,5616.000000,5627.000000,5580.000000,5608.000000,451193.000000
15-03-2019,5606.500000,5662.500000,5575.500000,5662.500000,988177.000000
18-03-2019,5625.500000,5674.500000,5600.000000,5610.000000,480394.000000
19-03-2019,5620.000000,5682.500000,5595.000000,5682.500000,552139.000000
20-03-2019,5683.000000,5770.000000,5664.000000,5770.000000,680849.000000
21-03-2019,5773.000000,5793.500000,5735.500000,5744.000000,183280.000000
